product_name,category,price,quantity,total_sales,discount,order_date,customer_rating,payment_method,supplier_name,profit,customer_segment,region,city,customer_id,product_id,order_id,supplier_id
Perfume,Beauty,4820.8,1,4820.8,11,2024/12/10,4.3,Wallet,Shiseido,964.16,Retail,North,Delhi,CUSID0154,PROD0154,ORD00154,SUPID0154
Cookbook,Books,12087.35,4,48349.4,13,2024/11/21,2.6,UPI,Kodansha,9669.88,Online,West,Ahemdabad,CUSID0155,PROD0155,ORD00155,SUPID0155
Face Cream,Beauty,43522.08,5,217610.4,19,2024/09/11,4.8,COD,Shiseido,43522.08,Online,East,Kolkata,CUSID0156,PROD0156,ORD00156,SUPID0156
Smartwatch,Electronics,42409.26,1,42409.26,19,2024/08/25,2,Debit Card,Sony,8481.852,Wholesale,North,Jaipur,CUSID0157,PROD0157,ORD00157,SUPID0157
Fiction Novel,Books,29882.47,5,149412.35,30,2024/06/22,4.7,Wallet,Kodansha,29882.47,Wholesale,South,Chennai,CUSID0158,PROD0158,ORD00158,SUPID0158
Smartwatch,Electronics,40233.28,5,201166.4,14,2025/01/05,1.9,Wallet,Panasonic,40233.28,Wholesale,West,Ahemdabad,CUSID0159,PROD0159,ORD00159,SUPID0159
Sofa Cover,Home & Kitchen,15357.36,4,61429.44,17,2024/08/06,1.6,Debit Card,Zojirushi,12285.888,Retail,North,Delhi,CUSID0160,PROD0160,ORD00160,SUPID0160
Self-Help Book,Books,10565.57,4,42262.28,23,2024/07/04,1.5,Net Banking,Kodansha,8452.456,Retail,East,Kolkata,CUSID0161,PROD0161,ORD00161,SUPID0161
Fiction Novel,Books,42533.26,4,170133.04,11,2024/11/28,4.6,Debit Card,Kodansha,34026.608,Wholesale,North,Jaipur,CUSID0162,PROD0162,ORD00162,SUPID0162
Mixer Grinder,Home & Kitchen,18426.9,4,73707.6,21,2024/10/18,4.7,Debit Card,Zojirushi,14741.52,Retail,East,Kolkata,CUSID0163,PROD0163,ORD00163,SUPID0163
Perfume,Beauty,23369.23,1,23369.23,24,2024/11/23,1.5,Credit Card,Shiseido,4673.846,Wholesale,South,Bengaluru,CUSID0164,PROD0164,ORD00164,SUPID0164
Perfume,Beauty,2735.32,5,13676.6,8,2024/12/20,2.6,Wallet,Shiseido,2735.32,Online,West,Ahemdabad,CUSID0165,PROD0165,ORD00165,SUPID0165
Laptop,Electronics,48944.01,3,146832.03,9,2024/07/04,4.2,COD,Sony,29366.406,Wholesale,West,Mumbai,CUSID0166,PROD0166,ORD00166,SUPID0166
Hair Dryer,Beauty,32590.46,2,65180.92,27,2024/04/11,2.4,Net Banking,Shiseido,13036.184,Online,West,Mumbai,CUSID0167,PROD0167,ORD00167,SUPID0167
Hair Dryer,Beauty,35286.97,2,70573.94,11,2024/10/09,3.3,Net Banking,Shiseido,14114.788,Retail,South,Bengaluru,CUSID0168,PROD0168,ORD00168,SUPID0168
Fiction Novel,Books,42881.03,3,128643.09,17,2024/11/29,4.4,Net Banking,Kodansha,25728.618,Wholesale,East,Kolkata,CUSID0169,PROD0169,ORD00169,SUPID0169
Shampoo,Beauty,28246.25,2,56492.5,19,2024/06/03,2.3,Net Banking,Shiseido,11298.5,Retail,South,Bengaluru,CUSID0170,PROD0170,ORD00170,SUPID0170
Shampoo,Beauty,24619.84,2,49239.68,15,2024/12/06,4.1,Debit Card,Shiseido,9847.936,Online,West,Mumbai,CUSID0171,PROD0171,ORD00171,SUPID0171
Dress,Clothing,12083.96,3,36251.88,8,2024/11/23,3,Wallet,Uniqlo,7250.376,Online,South,Bengaluru,CUSID0172,PROD0172,ORD00172,SUPID0172
Self-Help Book,Books,12214.72,5,61073.6,17,2025/01/14,2.1,UPI,Kodansha,12214.72,Online,South,Bengaluru,CUSID0173,PROD0173,ORD00173,SUPID0173
Fiction Novel,Books,19386.27,1,19386.27,11,2024/07/16,4.1,COD,Kodansha,3877.254,Retail,South,Chennai,CUSID0174,PROD0174,ORD00174,SUPID0174
Educational Book,Books,34879.4,3,104638.2,23,2024/04/12,2.5,UPI,Kodansha,20927.64,Retail,East,Kolkata,CUSID0175,PROD0175,ORD00175,SUPID0175
Laptop,Electronics,32016.11,5,160080.55,26,2024/09/27,4.3,Debit Card,Sony,32016.11,Retail,North,Delhi,CUSID0176,PROD0176,ORD00176,SUPID0176
T-Shirt,Clothing,32264.17,1,32264.17,6,2024/07/22,4.1,Net Banking,Uniqlo,6452.834,Retail,North,Jaipur,CUSID0177,PROD0177,ORD00177,SUPID0177
Shampoo,Beauty,30171.74,4,120686.96,14,2024/07/29,3.8,Net Banking,Shiseido,24137.392,Online,South,Bengaluru,CUSID0178,PROD0178,ORD00178,SUPID0178
Dress,Clothing,22712.18,5,113560.9,17,2025/01/24,3.9,COD,Uniqlo,22712.18,Online,North,Jaipur,CUSID0179,PROD0179,ORD00179,SUPID0179
Comic Book,Books,27204.69,1,27204.69,29,2025/02/09,2.8,Debit Card,Kodansha,5440.938,Wholesale,North,Delhi,CUSID0180,PROD0180,ORD00180,SUPID0180
Educational Book,Books,17353.47,1,17353.47,25,2024/12/04,2.6,Credit Card,Kodansha,3470.694,Wholesale,South,Bengaluru,CUSID0181,PROD0181,ORD00181,SUPID0181
Sofa Cover,Home & Kitchen,44882.2,1,44882.2,10,2024/05/11,1.3,COD,Zojirushi,8976.44,Retail,South,Chennai,CUSID0182,PROD0182,ORD00182,SUPID0182
Sofa Cover,Home & Kitchen,47002.72,3,141008.16,16,2024/03/05,4.1,Debit Card,Zojirushi,28201.632,Online,West,Mumbai,CUSID0183,PROD0183,ORD00183,SUPID0183
Lipstick,Beauty,33659.67,4,134638.68,16,2024/07/05,3.3,Wallet,Shiseido,26927.736,Online,North,Jaipur,CUSID0184,PROD0184,ORD00184,SUPID0184
Sofa Cover,Home & Kitchen,13011.44,2,26022.88,24,2024/06/25,4.9,Wallet,Zojirushi,5204.576,Online,East,Kolkata,CUSID0185,PROD0185,ORD00185,SUPID0185
Smartphone,Electronics,21990.25,3,65970.75,15,2025/01/12,4.2,Wallet,Panasonic,13194.15,Wholesale,South,Bengaluru,CUSID0186,PROD0186,ORD00186,SUPID0186
Perfume,Beauty,1927.38,3,5782.14,30,2024/08/31,2.9,Debit Card,Shiseido,1156.428,Wholesale,West,Ahemdabad,CUSID0187,PROD0187,ORD00187,SUPID0187
Laptop,Electronics,21741.53,3,65224.59,27,2024/12/02,3.5,COD,Sony,13044.918,Online,East,Kolkata,CUSID0188,PROD0188,ORD00188,SUPID0188
Sneakers,Clothing,23638.72,1,23638.72,29,2024/09/24,1.5,Credit Card,Uniqlo,4727.744,Online,North,Jaipur,CUSID0189,PROD0189,ORD00189,SUPID0189
Hair Dryer,Beauty,39372.11,1,39372.11,11,2024/04/13,4.1,Wallet,Shiseido,7874.422,Online,West,Ahemdabad,CUSID0190,PROD0190,ORD00190,SUPID0190
Fiction Novel,Books,49088.13,4,196352.52,5,2024/03/06,2.3,Wallet,Kodansha,39270.504,Wholesale,South,Chennai,CUSID0191,PROD0191,ORD00191,SUPID0191
Cookware Set,Home & Kitchen,4524.63,3,13573.89,5,2024/12/19,2.4,UPI,Zojirushi,2714.778,Online,East,Kolkata,CUSID0192,PROD0192,ORD00192,SUPID0192
Sneakers,Clothing,1507.01,3,4521.03,29,2024/08/02,2.5,Net Banking,Uniqlo,904.206,Online,South,Chennai,CUSID0193,PROD0193,ORD00193,SUPID0193
Tablet,Electronics,39699.85,3,119099.55,29,2024/05/14,3.9,Wallet,Panasonic,23819.91,Retail,North,Delhi,CUSID0194,PROD0194,ORD00194,SUPID0194
Face Cream,Beauty,37494.13,5,187470.65,24,2024/10/01,1.8,COD,Shiseido,37494.13,Retail,East,Kolkata,CUSID0195,PROD0195,ORD00195,SUPID0195
Smartphone,Electronics,5850.81,5,29254.05,17,2024/11/28,1.3,COD,Sony,5850.81,Wholesale,North,Delhi,CUSID0196,PROD0196,ORD00196,SUPID0196
Self-Help Book,Books,16448.74,4,65794.96,13,2024/09/04,4.6,Net Banking,Kodansha,13158.992,Online,North,Jaipur,CUSID0197,PROD0197,ORD00197,SUPID0197
Smartwatch,Electronics,11103.44,1,11103.44,7,2024/05/09,1.1,Wallet,Panasonic,2220.688,Online,West,Mumbai,CUSID0198,PROD0198,ORD00198,SUPID0198
Self-Help Book,Books,34255.39,2,68510.78,11,2024/02/18,2.9,UPI,Kodansha,13702.156,Retail,South,Chennai,CUSID0199,PROD0199,ORD00199,SUPID0199
Smartwatch,Electronics,18304.18,2,36608.36,10,2024/09/30,1.6,Debit Card,Sony,7321.672,Wholesale,East,Kolkata,CUSID0200,PROD0200,ORD00200,SUPID0200
Table Lamp,Home & Kitchen,12771.91,2,25543.82,12,2024/07/11,3.2,Wallet,Zojirushi,5108.764,Retail,North,Jaipur,CUSID0201,PROD0201,ORD00201,SUPID0201
Comic Book,Books,2275.09,2,4550.18,13,2024/06/27,1.5,Debit Card,Kodansha,910.036,Retail,North,Delhi,CUSID0202,PROD0202,ORD00202,SUPID0202
Sneakers,Clothing,16468.59,4,65874.36,9,2024/10/24,4.5,Net Banking,Uniqlo,13174.872,Retail,East,Kolkata,CUSID0203,PROD0203,ORD00203,SUPID0203
Cookware Set,Home & Kitchen,4934.99,3,14804.97,5,2024/10/16,4.6,Credit Card,Zojirushi,2960.994,Retail,North,Jaipur,CUSID0204,PROD0204,ORD00204,SUPID0204
Table Lamp,Home & Kitchen,5258.29,5,26291.45,23,2024/08/23,2.5,Wallet,Zojirushi,5258.29,Online,West,Mumbai,CUSID0205,PROD0205,ORD00205,SUPID0205
Hair Dryer,Beauty,32580,5,162900,14,2024/03/27,2.7,COD,Shiseido,32580,Online,West,Ahemdabad,CUSID0206,PROD0206,ORD00206,SUPID0206
Sofa Cover,Home & Kitchen,40298.9,1,40298.9,16,2024/06/17,1.2,Debit Card,Zojirushi,8059.78,Retail,West,Mumbai,CUSID0207,PROD0207,ORD00207,SUPID0207
Tablet,Electronics,11236.19,3,33708.57,28,2024/11/02,2.6,COD,Panasonic,6741.714,Wholesale,West,Mumbai,CUSID0208,PROD0208,ORD00208,SUPID0208
Self-Help Book,Books,32537.46,5,162687.3,19,2024/10/28,3.4,UPI,Kodansha,32537.46,Wholesale,North,Delhi,CUSID0209,PROD0209,ORD00209,SUPID0209
Jeans,Clothing,6953.88,1,6953.88,26,2024/05/14,2.9,UPI,Uniqlo,1390.776,Wholesale,East,Kolkata,CUSID0210,PROD0210,ORD00210,SUPID0210
Bedsheet,Home & Kitchen,32824.05,3,98472.15,28,2024/09/02,3.6,Credit Card,Zojirushi,19694.43,Wholesale,East,Kolkata,CUSID0211,PROD0211,ORD00211,SUPID0211
Sneakers,Clothing,34459.99,3,103379.97,13,2024/10/05,1.4,Debit Card,Uniqlo,20675.994,Retail,East,Kolkata,CUSID0212,PROD0212,ORD00212,SUPID0212
Educational Book,Books,13608.58,3,40825.74,24,2024/04/05,4.6,UPI,Kodansha,8165.148,Online,East,Kolkata,CUSID0213,PROD0213,ORD00213,SUPID0213
Mixer Grinder,Home & Kitchen,32630.83,2,65261.66,21,2024/12/22,4.7,UPI,Zojirushi,13052.332,Wholesale,South,Bengaluru,CUSID0214,PROD0214,ORD00214,SUPID0214
Laptop,Electronics,24818.77,4,99275.08,21,2024/11/14,2.3,Debit Card,Panasonic,19855.016,Retail,East,Kolkata,CUSID0215,PROD0215,ORD00215,SUPID0215
Cookbook,Books,36645.35,3,109936.05,30,2024/12/26,2.5,Debit Card,Kodansha,21987.21,Wholesale,South,Bengaluru,CUSID0216,PROD0216,ORD00216,SUPID0216
Jeans,Clothing,25668.96,3,77006.88,24,2024/06/08,4.8,Debit Card,Uniqlo,15401.376,Wholesale,South,Chennai,CUSID0217,PROD0217,ORD00217,SUPID0217
Dress,Clothing,44241.68,4,176966.72,16,2024/09/18,1.4,COD,Uniqlo,35393.344,Retail,West,Mumbai,CUSID0218,PROD0218,ORD00218,SUPID0218
Headphones,Electronics,39749.19,1,39749.19,11,2024/07/19,3.5,COD,Sony,7949.838,Online,South,Chennai,CUSID0219,PROD0219,ORD00219,SUPID0219
Tablet,Electronics,37578.46,2,75156.92,6,2024/06/08,4.4,Net Banking,Sony,15031.384,Online,North,Delhi,CUSID0220,PROD0220,ORD00220,SUPID0220
Smartphone,Electronics,37203.65,4,148814.6,7,2024/05/14,3.5,Wallet,Sony,29762.92,Retail,South,Chennai,CUSID0221,PROD0221,ORD00221,SUPID0221
Self-Help Book,Books,22851.63,1,22851.63,21,2024/05/14,1,Wallet,Kodansha,4570.326,Online,West,Mumbai,CUSID0222,PROD0222,ORD00222,SUPID0222
Hair Dryer,Beauty,27627.84,4,110511.36,9,2024/03/30,1.8,UPI,Shiseido,22102.272,Retail,South,Bengaluru,CUSID0223,PROD0223,ORD00223,SUPID0223
Self-Help Book,Books,31333.95,3,94001.85,21,2024/08/21,1.7,Debit Card,Kodansha,18800.37,Retail,North,Delhi,CUSID0224,PROD0224,ORD00224,SUPID0224
Bedsheet,Home & Kitchen,30911.44,5,154557.2,28,2024/04/06,3,Debit Card,Zojirushi,30911.44,Retail,North,Jaipur,CUSID0225,PROD0225,ORD00225,SUPID0225
Laptop,Electronics,11518.23,1,11518.23,21,2025/01/30,4.4,Debit Card,Panasonic,2303.646,Online,North,Jaipur,CUSID0226,PROD0226,ORD00226,SUPID0226
Jeans,Clothing,43304.55,5,216522.75,21,2024/12/28,2.6,UPI,Uniqlo,43304.55,Retail,West,Mumbai,CUSID0227,PROD0227,ORD00227,SUPID0227
Self-Help Book,Books,3710.07,3,11130.21,6,2024/02/20,4.2,Credit Card,Kodansha,2226.042,Wholesale,West,Ahemdabad,CUSID0228,PROD0228,ORD00228,SUPID0228
Perfume,Beauty,34621.21,2,69242.42,6,2025/01/06,1.8,Wallet,Shiseido,13848.484,Online,East,Kolkata,CUSID0229,PROD0229,ORD00229,SUPID0229
Headphones,Electronics,41742.29,5,208711.45,26,2024/07/15,2.6,COD,Sony,41742.29,Online,West,Mumbai,CUSID0230,PROD0230,ORD00230,SUPID0230
Bedsheet,Home & Kitchen,46858.63,1,46858.63,27,2024/11/02,3.5,Debit Card,Zojirushi,9371.726,Online,North,Delhi,CUSID0231,PROD0231,ORD00231,SUPID0231
Smartwatch,Electronics,5413.09,1,5413.09,9,2024/05/20,3.4,UPI,Sony,1082.618,Online,North,Delhi,CUSID0232,PROD0232,ORD00232,SUPID0232
Laptop,Electronics,5880.45,1,5880.45,5,2024/09/09,2,Net Banking,Panasonic,1176.09,Wholesale,West,Ahemdabad,CUSID0233,PROD0233,ORD00233,SUPID0233
Comic Book,Books,35665.26,3,106995.78,5,2024/03/30,1.2,Wallet,Kodansha,21399.156,Online,South,Chennai,CUSID0234,PROD0234,ORD00234,SUPID0234
Headphones,Electronics,42981.89,5,214909.45,23,2025/01/02,1.8,Credit Card,Panasonic,42981.89,Online,West,Ahemdabad,CUSID0235,PROD0235,ORD00235,SUPID0235
Comic Book,Books,25629.88,3,76889.64,6,2024/09/03,2.9,Debit Card,Kodansha,15377.928,Retail,West,Ahemdabad,CUSID0236,PROD0236,ORD00236,SUPID0236
Perfume,Beauty,22475.94,4,89903.76,25,2024/02/13,3.5,Debit Card,Shiseido,17980.752,Online,North,Jaipur,CUSID0237,PROD0237,ORD00237,SUPID0237
Sofa Cover,Home & Kitchen,33250.7,5,166253.5,16,2024/10/19,4.3,Wallet,Zojirushi,33250.7,Wholesale,East,Kolkata,CUSID0238,PROD0238,ORD00238,SUPID0238
Cookbook,Books,45045.03,5,225225.15,30,2025/01/02,3.8,Net Banking,Kodansha,45045.03,Wholesale,North,Jaipur,CUSID0239,PROD0239,ORD00239,SUPID0239
Bedsheet,Home & Kitchen,3955.86,5,19779.3,10,2024/06/18,4.7,Net Banking,Zojirushi,3955.86,Wholesale,East,Kolkata,CUSID0240,PROD0240,ORD00240,SUPID0240
Perfume,Beauty,28169.11,5,140845.55,27,2024/05/04,2.7,UPI,Shiseido,28169.11,Wholesale,North,Jaipur,CUSID0241,PROD0241,ORD00241,SUPID0241
Face Cream,Beauty,42785.51,4,171142.04,8,2024/11/13,1.7,COD,Shiseido,34228.408,Online,West,Mumbai,CUSID0242,PROD0242,ORD00242,SUPID0242
Smartphone,Electronics,25614.35,2,51228.7,27,2024/08/12,3.5,Wallet,Sony,10245.74,Online,North,Delhi,CUSID0243,PROD0243,ORD00243,SUPID0243
Mixer Grinder,Home & Kitchen,7771.58,5,38857.9,15,2024/08/17,3.6,Debit Card,Zojirushi,7771.58,Wholesale,North,Jaipur,CUSID0244,PROD0244,ORD00244,SUPID0244
Cookbook,Books,31059.47,3,93178.41,28,2024/05/15,4.8,Wallet,Kodansha,18635.682,Wholesale,North,Delhi,CUSID0245,PROD0245,ORD00245,SUPID0245
Educational Book,Books,14506.11,5,72530.55,21,2024/06/16,3.5,Debit Card,Kodansha,14506.11,Online,West,Mumbai,CUSID0246,PROD0246,ORD00246,SUPID0246
Smartwatch,Electronics,16272.38,3,48817.14,10,2024/06/15,1.4,Debit Card,Sony,9763.428,Wholesale,West,Mumbai,CUSID0247,PROD0247,ORD00247,SUPID0247
T-Shirt,Clothing,29222.92,3,87668.76,28,2024/10/16,2.7,Debit Card,Uniqlo,17533.752,Retail,West,Ahemdabad,CUSID0248,PROD0248,ORD00248,SUPID0248
Educational Book,Books,1483.5,5,7417.5,9,2024/11/04,4.3,Debit Card,Kodansha,1483.5,Wholesale,West,Mumbai,CUSID0249,PROD0249,ORD00249,SUPID0249
Self-Help Book,Books,35629.55,2,71259.1,24,2025/02/01,2,Wallet,Kodansha,14251.82,Wholesale,East,Kolkata,CUSID0250,PROD0250,ORD00250,SUPID0250
Jacket,Clothing,1987.98,4,7951.92,6,2024/02/23,3.3,UPI,Uniqlo,1590.384,Retail,East,Kolkata,CUSID0251,PROD0251,ORD00251,SUPID0251
Educational Book,Books,37590.44,4,150361.76,10,2024/03/28,1.8,Wallet,Kodansha,30072.352,Retail,South,Bengaluru,CUSID0252,PROD0252,ORD00252,SUPID0252
Mixer Grinder,Home & Kitchen,31759.49,4,127037.96,26,2024/12/11,2,UPI,Zojirushi,25407.592,Online,West,Mumbai,CUSID0253,PROD0253,ORD00253,SUPID0253
Shampoo,Beauty,18787.05,4,75148.2,15,2025/01/27,1.1,Credit Card,Shiseido,15029.64,Online,East,Kolkata,CUSID0254,PROD0254,ORD00254,SUPID0254
Educational Book,Books,17066.16,1,17066.16,20,2024/09/15,2.8,Wallet,Kodansha,3413.232,Retail,North,Delhi,CUSID0255,PROD0255,ORD00255,SUPID0255
Jacket,Clothing,15068.72,4,60274.88,20,2024/03/23,1.4,Debit Card,Uniqlo,12054.976,Retail,West,Mumbai,CUSID0256,PROD0256,ORD00256,SUPID0256
Smartphone,Electronics,44334.11,3,133002.33,5,2024/02/24,2.6,Wallet,Panasonic,26600.466,Online,South,Chennai,CUSID0257,PROD0257,ORD00257,SUPID0257
Smartphone,Electronics,11183.75,1,11183.75,13,2024/11/15,4.9,Credit Card,Panasonic,2236.75,Wholesale,South,Chennai,CUSID0258,PROD0258,ORD00258,SUPID0258
Cookware Set,Home & Kitchen,2923.95,5,14619.75,10,2024/08/16,1.1,Net Banking,Zojirushi,2923.95,Retail,South,Bengaluru,CUSID0259,PROD0259,ORD00259,SUPID0259
Shampoo,Beauty,7339.66,2,14679.32,20,2024/11/29,1.1,Net Banking,Shiseido,2935.864,Online,North,Jaipur,CUSID0260,PROD0260,ORD00260,SUPID0260
Table Lamp,Home & Kitchen,41405.37,2,82810.74,7,2024/10/06,4.6,Wallet,Zojirushi,16562.148,Wholesale,East,Kolkata,CUSID0261,PROD0261,ORD00261,SUPID0261
Mixer Grinder,Home & Kitchen,36114.38,1,36114.38,24,2024/09/01,4.6,Net Banking,Zojirushi,7222.876,Retail,North,Jaipur,CUSID0262,PROD0262,ORD00262,SUPID0262
Smartphone,Electronics,19915.59,5,99577.95,8,2024/09/06,1.2,COD,Panasonic,19915.59,Wholesale,West,Mumbai,CUSID0263,PROD0263,ORD00263,SUPID0263
Smartphone,Electronics,18366.97,4,73467.88,23,2024/05/22,1.2,COD,Sony,14693.576,Online,South,Bengaluru,CUSID0264,PROD0264,ORD00264,SUPID0264
Smartphone,Electronics,8563.14,2,17126.28,30,2024/03/03,3.1,COD,Sony,3425.256,Retail,North,Delhi,CUSID0265,PROD0265,ORD00265,SUPID0265
Hair Dryer,Beauty,40461.79,1,40461.79,7,2024/05/19,4.9,Credit Card,Shiseido,8092.358,Wholesale,North,Delhi,CUSID0266,PROD0266,ORD00266,SUPID0266
Jacket,Clothing,6943.4,5,34717,23,2024/07/16,1.5,Debit Card,Uniqlo,6943.4,Retail,East,Kolkata,CUSID0267,PROD0267,ORD00267,SUPID0267
Shampoo,Beauty,14517.08,1,14517.08,24,2024/05/19,3,UPI,Shiseido,2903.416,Wholesale,East,Kolkata,CUSID0268,PROD0268,ORD00268,SUPID0268
Tablet,Electronics,4248.25,5,21241.25,11,2024/07/19,4.1,Wallet,Panasonic,4248.25,Online,South,Bengaluru,CUSID0269,PROD0269,ORD00269,SUPID0269
Mixer Grinder,Home & Kitchen,43118.73,5,215593.65,24,2024/12/12,3.1,Debit Card,Zojirushi,43118.73,Online,North,Jaipur,CUSID0270,PROD0270,ORD00270,SUPID0270
Dress,Clothing,10086.76,2,20173.52,13,2024/03/26,1.9,Wallet,Uniqlo,4034.704,Retail,North,Delhi,CUSID0271,PROD0271,ORD00271,SUPID0271
Face Cream,Beauty,35373.5,4,141494,5,2024/08/09,2.9,Credit Card,Shiseido,28298.8,Wholesale,East,Kolkata,CUSID0272,PROD0272,ORD00272,SUPID0272
Table Lamp,Home & Kitchen,43002.68,3,129008.04,12,2024/04/05,4.2,UPI,Zojirushi,25801.608,Retail,North,Jaipur,CUSID0273,PROD0273,ORD00273,SUPID0273
Laptop,Electronics,46388.81,1,46388.81,11,2024/02/21,4.4,COD,Panasonic,9277.762,Retail,North,Jaipur,CUSID0274,PROD0274,ORD00274,SUPID0274
Cookbook,Books,47384.51,3,142153.53,22,2024/05/29,1.5,Net Banking,Kodansha,28430.706,Wholesale,North,Delhi,CUSID0275,PROD0275,ORD00275,SUPID0275
Jacket,Clothing,15826.47,2,31652.94,12,2024/07/13,4.4,Net Banking,Uniqlo,6330.588,Wholesale,East,Kolkata,CUSID0276,PROD0276,ORD00276,SUPID0276
Shampoo,Beauty,33927.57,5,169637.85,5,2025/02/02,2.6,Wallet,Shiseido,33927.57,Wholesale,South,Chennai,CUSID0277,PROD0277,ORD00277,SUPID0277
Tablet,Electronics,27400.84,1,27400.84,15,2025/02/07,3.6,Net Banking,Panasonic,5480.168,Online,West,Ahemdabad,CUSID0278,PROD0278,ORD00278,SUPID0278
Tablet,Electronics,37684.28,4,150737.12,29,2024/04/02,3.2,COD,Sony,30147.424,Retail,South,Chennai,CUSID0279,PROD0279,ORD00279,SUPID0279
Sneakers,Clothing,22968.18,4,91872.72,29,2025/01/23,4.1,Net Banking,Uniqlo,18374.544,Retail,West,Mumbai,CUSID0280,PROD0280,ORD00280,SUPID0280
Sofa Cover,Home & Kitchen,43444.93,1,43444.93,22,2025/01/10,4,Wallet,Zojirushi,8688.986,Online,North,Delhi,CUSID0281,PROD0281,ORD00281,SUPID0281
Headphones,Electronics,36083.22,3,108249.66,27,2024/07/25,2.9,Credit Card,Panasonic,21649.932,Wholesale,South,Chennai,CUSID0282,PROD0282,ORD00282,SUPID0282
Cookware Set,Home & Kitchen,43043.82,5,215219.1,14,2024/11/09,4.1,Wallet,Zojirushi,43043.82,Online,West,Mumbai,CUSID0283,PROD0283,ORD00283,SUPID0283
Smartwatch,Electronics,1517.63,4,6070.52,7,2024/11/10,2,COD,Panasonic,1214.104,Online,East,Kolkata,CUSID0284,PROD0284,ORD00284,SUPID0284
Fiction Novel,Books,1626.1,5,8130.5,11,2024/11/15,2.8,Credit Card,Kodansha,1626.1,Online,East,Kolkata,CUSID0285,PROD0285,ORD00285,SUPID0285
T-Shirt,Clothing,40384.62,1,40384.62,20,2024/04/27,4.2,UPI,Uniqlo,8076.924,Retail,South,Bengaluru,CUSID0286,PROD0286,ORD00286,SUPID0286
T-Shirt,Clothing,37295.08,1,37295.08,30,2025/02/06,4,UPI,Uniqlo,7459.016,Online,South,Bengaluru,CUSID0287,PROD0287,ORD00287,SUPID0287
Sneakers,Clothing,13915.5,3,41746.5,20,2024/07/02,3.9,Net Banking,Uniqlo,8349.3,Retail,North,Delhi,CUSID0288,PROD0288,ORD00288,SUPID0288
Smartphone,Electronics,23625.05,2,47250.1,29,2024/07/07,2,Debit Card,Sony,9450.02,Retail,South,Bengaluru,CUSID0289,PROD0289,ORD00289,SUPID0289
Mixer Grinder,Home & Kitchen,464.18,3,1392.54,24,2024/08/02,4.1,Debit Card,Zojirushi,278.508,Retail,North,Jaipur,CUSID0290,PROD0290,ORD00290,SUPID0290
T-Shirt,Clothing,26667.15,2,53334.3,21,2024/11/05,1.9,Credit Card,Uniqlo,10666.86,Wholesale,North,Delhi,CUSID0291,PROD0291,ORD00291,SUPID0291
Fiction Novel,Books,29093.02,2,58186.04,6,2024/11/01,3.7,Debit Card,Kodansha,11637.208,Retail,East,Kolkata,CUSID0292,PROD0292,ORD00292,SUPID0292
Jacket,Clothing,44770.65,3,134311.95,5,2024/12/12,3.5,Wallet,Uniqlo,26862.39,Retail,East,Kolkata,CUSID0293,PROD0293,ORD00293,SUPID0293
Bedsheet,Home & Kitchen,32749.9,1,32749.9,20,2024/08/02,3.8,Net Banking,Zojirushi,6549.98,Wholesale,West,Ahemdabad,CUSID0294,PROD0294,ORD00294,SUPID0294
Educational Book,Books,4990.66,3,14971.98,16,2024/05/30,4.6,Wallet,Kodansha,2994.396,Retail,East,Kolkata,CUSID0295,PROD0295,ORD00295,SUPID0295
T-Shirt,Clothing,11044.89,3,33134.67,9,2024/11/25,1.5,Wallet,Uniqlo,6626.934,Online,East,Kolkata,CUSID0296,PROD0296,ORD00296,SUPID0296
Fiction Novel,Books,46032.16,5,230160.8,9,2024/12/08,4.4,Debit Card,Kodansha,46032.16,Online,South,Bengaluru,CUSID0297,PROD0297,ORD00297,SUPID0297
Educational Book,Books,43965.67,3,131897.01,27,2024/08/25,1.1,Debit Card,Kodansha,26379.402,Retail,East,Kolkata,CUSID0298,PROD0298,ORD00298,SUPID0298
T-Shirt,Clothing,6037.98,2,12075.96,13,2024/05/25,3.6,COD,Uniqlo,2415.192,Wholesale,West,Ahemdabad,CUSID0299,PROD0299,ORD00299,SUPID0299
Comic Book,Books,22747.82,3,68243.46,13,2024/09/20,4.5,Debit Card,Kodansha,13648.692,Online,South,Chennai,CUSID0300,PROD0300,ORD00300,SUPID0300
Headphones,Electronics,26615.92,2,53231.84,7,2024/06/21,2.3,COD,Panasonic,10646.368,Wholesale,West,Mumbai,CUSID0301,PROD0301,ORD00301,SUPID0301
Face Cream,Beauty,48234.31,2,96468.62,23,2024/07/08,1.8,Debit Card,Shiseido,19293.724,Wholesale,East,Kolkata,CUSID0302,PROD0302,ORD00302,SUPID0302
Table Lamp,Home & Kitchen,24172.56,1,24172.56,20,2024/12/20,3.1,UPI,Zojirushi,4834.512,Online,West,Mumbai,CUSID0303,PROD0303,ORD00303,SUPID0303
Fiction Novel,Books,16385.37,3,49156.11,20,2024/02/24,1.6,Wallet,Kodansha,9831.222,Wholesale,South,Chennai,CUSID0304,PROD0304,ORD00304,SUPID0304
T-Shirt,Clothing,29527.22,3,88581.66,7,2024/03/30,1.2,COD,Uniqlo,17716.332,Online,North,Delhi,CUSID0305,PROD0305,ORD00305,SUPID0305
